modzcta,year_month,RentIndex,y_next,target_month
10010,2022-10,4478.718834459498,4436.480850549095,2022-11
10010,2022-11,4436.480850549095,4432.152843297989,2022-12
10010,2022-12,4432.152843297989,4381.571489177878,2023-01
10010,2023-01,4381.571489177878,4385.325877424245,2023-02
10010,2023-02,4385.325877424245,4390.056807773113,2023-03
10010,2023-03,4390.056807773113,4418.575836687617,2023-04
10010,2023-04,4418.575836687617,4483.648012942422,2023-05
10010,2023-05,4483.648012942422,4520.563439389762,2023-06
10010,2023-06,4520.563439389762,4598.632050243206,2023-07
10010,2023-07,4598.632050243206,4602.740369978523,2023-08
10010,2023-08,4602.740369978523,4601.424831081072,2023-09
10010,2023-09,4601.424831081072,4517.215699803183,2023-10
10010,2023-10,4517.215699803183,4493.343468363066,2023-11
10010,2023-11,4493.343468363066,4477.04642637067,2023-12
10011,2022-01,4106.372877282903,4140.518844455969,2022-02
10011,2022-02,4140.518844455969,4194.300262552459,2022-03
10011,2022-03,4194.300262552459,4249.066186554498,2022-04
10011,2022-04,4249.066186554498,4324.53426387212,2022-05
10011,2022-05,4324.53426387212,4380.127779056016,2022-06
10011,2022-06,4380.127779056016,4454.701000854826,2022-07
10011,2022-07,4454.701000854826,4494.415252933826,2022-08
10011,2022-08,4494.415252933826,4505.919497694828,2022-09
10011,2022-09,4505.919497694828,4503.108959055456,2022-10
10011,2022-10,4503.108959055456,4461.0383791305485,2022-11
10011,2022-11,4461.0383791305485,4414.114829687644,2022-12
10011,2022-12,4414.114829687644,4365.639774183184,2023-01
10011,2023-01,4365.639774183184,4355.992392216089,2023-02
10011,2023-02,4355.992392216089,4398.742035609696,2023-03
10011,2023-03,4398.742035609696,4457.988649889606,2023-04
10011,2023-04,4457.988649889606,4509.450256414445,2023-05
10011,2023-05,4509.450256414445,4554.338081886913,2023-06
10011,2023-06,4554.338081886913,4589.088000632783,2023-07
10011,2023-07,4589.088000632783,4639.910390616958,2023-08
10011,2023-08,4639.910390616958,4607.600681204829,2023-09
10011,2023-09,4607.600681204829,4567.445427914195,2023-10
